,Name,Super Power,Super Power Processed
4375,Sandman,Shapeshifting,Shapeshifting
4376,Sandman,Invulnerability,Invulnerability
4377,Sandman,Natural Armor,Natural Armor
4378,Sandman,Intangibility,Intangibility
4379,Sandman,Regeneration,Regeneration
4380,Sandman,Heat Resistance,Heat Resistance
4381,Sandman,Natural Weapons,Natural Weapons
4382,Sasquatch,Agility,A g i l i t y
4383,Sasquatch,Durability,Durability
4384,Sasquatch,Super Strength,Super Strength
4385,Sasquatch,Stamina,S t a m i n a
4386,Sasquatch,Enhanced Senses,Enhanced Senses
4387,Sasquatch,Jump,J u m p
4388,Sauron,Accelerated Healing,Accelerated Healing
4389,Sauron,Weapons Master,Weapons Master
4390,Sauron,Longevity,Longevity
4391,Sauron,Intelligence,Intelligence
4392,Sauron,Super Strength,Super Strength
4393,Sauron,Energy Blasts,Energy Blasts
4394,Sauron,Size Changing,Size Changing
4395,Sauron,Stamina,S t a m i n a
4396,Sauron,Super Speed,Super Speed
4397,Sauron,Darkforce Manipulation,Darkforce Manipulation
4398,Sauron,Magic,M a g i c
4399,Sauron,Shapeshifting,Shapeshifting
4400,Sauron,Immortality,Immortality
4401,Sauron,Fire Control,Fire Control
4402,Sauron,Invulnerability,Invulnerability
4403,Sauron,Enhanced Hearing,Enhanced Hearing
4404,Sauron,Enhanced Sight,Enhanced Sight
4405,Sauron,Heat Generation,Heat Generation
4406,Sauron,Resurrection,Resurrection
4407,Sauron,Weather Control,Weather Control
4408,Savage Dragon,Accelerated Healing,Accelerated Healing
4409,Savage Dragon,Durability,Durability
4410,Savage Dragon,Super Strength,Super Strength
4411,Savage Dragon,Jump,J u m p
4412,Savage Dragon,Fire Resistance,Fire Resistance
4413,Savage Dragon,Regeneration,Regeneration
4414,Scarecrow,Psionic Powers,Psionic Powers
4415,Scarecrow,Insanity,Insanity
4416,Scarlet Spider,Agility,A g i l i t y
4417,Scarlet Spider,Accelerated Healing,Accelerated Healing
4418,Scarlet Spider,Durability,Durability
4419,Scarlet Spider,Danger Sense,Danger Sense
4420,Scarlet Spider,Animal Attributes,Animal Attributes
4421,Scarlet Spider,Super Strength,Super Strength
4422,Scarlet Spider,Stamina,S t a m i n a
4423,Scarlet Spider,Super Speed,Super Speed
4424,Scarlet Spider,Animal Oriented Powers,Animal Oriented Powers
4425,Scarlet Spider,Enhanced Senses,Enhanced Senses
4426,Scarlet Spider,Jump,J u m p
4427,Scarlet Spider,Reflexes,Reflexes
4428,Scarlet Spider,Natural Weapons,Natural Weapons
4429,Scarlet Spider,Wallcrawling,Wallcrawling
4430,Scarlet Spider,Vision - Night,Vision - Night
4431,Scarlet Spider II,Agility,A g i l i t y
4432,Scarlet Spider II,Accelerated Healing,Accelerated Healing
4433,Scarlet Spider II,Durability,Durability
4434,Scarlet Spider II,Animal Attributes,Animal Attributes
4435,Scarlet Spider II,Super Strength,Super Strength
4436,Scarlet Spider II,Stamina,S t a m i n a
4437,Scarlet Spider II,Super Speed,Super Speed
4438,Scarlet Spider II,Animal Oriented Powers,Animal Oriented Powers
4439,Scarlet Spider II,Reflexes,Reflexes
4440,Scarlet Spider II,Wallcrawling,Wallcrawling
4441,Scarlet Spider II,Web Creation,Web Creation
4442,Scarlet Witch,Agility,A g i l i t y
4443,Scarlet Witch,Dimensional Awareness,Dimensional Awareness
4444,Scarlet Witch,Flight,F l i g h t
4445,Scarlet Witch,Longevity,Longevity
4446,Scarlet Witch,Energy Blasts,Energy Blasts
4447,Scarlet Witch,Teleportation,Teleportation
4448,Scarlet Witch,Telekinesis,Telekinesis
4449,Scarlet Witch,Magic,M a g i c
4450,Scarlet Witch,Astral Projection,Astral Projection
4451,Scarlet Witch,Energy Constructs,Energy Constructs
4452,Scarlet Witch,Probability Manipulation,Prob Manipulation
4453,Scarlet Witch,Levitation,Levitation
4454,Scarlet Witch,Illusions,Illusions
4455,Scarlet Witch,Reality Warping,Reality Warping
4456,Scorpia,Super Strength,Super Strength
4457,Scorpia,Energy Blasts,Energy Blasts
4458,Scorpia,Super Speed,Super Speed
4459,Scorpia,Weapon-based Powers,Weapon-based Powers
4460,Scorpia,Force Fields,Force Fields
4461,Scorpion,Agility,A g i l i t y
4462,Scorpion,Durability,Durability
4463,Scorpion,Danger Sense,Danger Sense
4464,Scorpion,Super Strength,Super Strength
4465,Scorpion,Super Speed,Super Speed
4466,Scorpion,Weapon-based Powers,Weapon-based Powers
4467,Scorpion,Reflexes,Reflexes
4468,Scorpion,Power Suit,Power Suit
4469,Scorpion,Wallcrawling,Wallcrawling
4470,Sebastian Shaw,Agility,A g i l i t y
4471,Sebastian Shaw,Durability,Durability
4472,Sebastian Shaw,Energy Absorption,Energy Absorption
4473,Sebastian Shaw,Super Strength,Super Strength
4474,Sebastian Shaw,Energy Manipulation,Energy Manipulation
4475,Sentry,Agility,A g i l i t y
4476,Sentry,Accelerated Healing,Accelerated Healing
4477,Sentry,Flight,F l i g h t
4478,Sentry,Intelligence,Intelligence
4479,Sentry,Super Strength,Super Strength
4480,Sentry,Telepathy,Telepathy
4481,Sentry,Energy Blasts,Energy Blasts
4482,Sentry,Stamina,S t a m i n a
4483,Sentry,Super Speed,Super Speed
4484,Sentry,Enhanced Senses,Enhanced Senses
4485,Sentry,Telekinesis,Telekinesis
4486,Sentry,Immortality,Immortality
4487,Sentry,Reflexes,Reflexes
4488,Sentry,Invulnerability,Invulnerability
4489,Sentry,Force Fields,Force Fields
4490,Sentry,Enhanced Hearing,Enhanced Hearing
4491,Sentry,Molecular Manipulation,Molecular Manipulation
4492,Sentry,Light Control,Light Control
4493,Sentry,Vision - Telescopic,Vision - Telescopic
4494,Sentry,Vision - Infrared,Vision - Infrared
4495,Sentry,Resurrection,Resurrection
4496,Sentry,Vision - Thermal,Vision - Thermal
4497,Shadow King,Telepathy,Telepathy
4498,Shadow King,Possession,Possession
4499,Shadow King,Immortality,Immortality
4500,Shadow King,Astral Projection,Astral Projection
4501,Shadow King,Psionic Powers,Psionic Powers
4502,Shadow King,Natural Weapons,Natural Weapons
4503,Shadow Lass,Agility,A g i l i t y
4504,Shadow Lass,Stealth,S t e a l t h
4505,Shadow Lass,Flight,F l i g h t
4506,Shadow Lass,Intelligence,Intelligence
4507,Shadow Lass,Super Speed,Super Speed
4508,Shadow Lass,Darkforce Manipulation,Darkforce Manipulation
4509,Shadowcat,Stealth,S t e a l t h
4510,Shadowcat,Weapons Master,Weapons Master
4511,Shadowcat,Intelligence,Intelligence
4512,Shadowcat,Camouflage,Camouflage
4513,Shadowcat,Phasing,P h a s i n g
4514,Shadowcat,Intangibility,Intangibility
4515,Shadowcat,Levitation,Levitation
4516,Shadowcat,Cloaking,Cloaking
4517,Shadowcat,Telepathy Resistance,Telepathy Resistance
4518,Shang-Chi,Agility,A g i l i t y
4519,Shang-Chi,Durability,Durability
4520,Shang-Chi,Stealth,S t e a l t h
4521,Shang-Chi,Stamina,S t a m i n a
4522,Shang-Chi,Reflexes,Reflexes
4523,Shang-Chi,Toxin and Disease Resistance,"Toxin,Disease Resis"
4524,Shatterstar,Agility,A g i l i t y
4525,Shatterstar,Accelerated Healing,Accelerated Healing
4526,Shatterstar,Durability,Durability
4527,Shatterstar,Super Strength,Super Strength
4528,Shatterstar,Energy Blasts,Energy Blasts
4529,Shatterstar,Super Speed,Super Speed
4530,She-Hulk,Accelerated Healing,Accelerated Healing
4531,She-Hulk,Durability,Durability
4532,She-Hulk,Longevity,Longevity
4533,She-Hulk,Intelligence,Intelligence
4534,She-Hulk,Super Strength,Super Strength
4535,She-Hulk,Stamina,S t a m i n a
4536,She-Hulk,Jump,J u m p
4537,She-Hulk,Invulnerability,Invulnerability
4538,She-Thing,Cold Resistance,Cold Resistance
4539,She-Thing,Durability,Durability
4540,She-Thing,Super Strength,Super Strength
4541,She-Thing,Heat Resistance,Heat Resistance
4542,Shocker,Marksmanship,Marksmanship
4543,Shocker,Weapons Master,Weapons Master
4544,Shocker,Energy Blasts,Energy Blasts
4545,Shocker,Power Suit,Power Suit
4546,Shriek,Flight,F l i g h t
4547,Shriek,Energy Blasts,Energy Blasts
4548,Shriek,Audio Control,Audio Control
4549,Shriek,Telekinesis,Telekinesis
4550,Shriek,Empathy,E m p a t h y
4551,Shriek,Psionic Powers,Psionic Powers
4552,Shriek,Levitation,Levitation
4553,Shriek,Sonic Scream,Sonic Scream
4554,Sif,Agility,A g i l i t y
4555,Sif,Accelerated Healing,Accelerated Healing
4556,Sif,Durability,Durability
4557,Sif,Weapons Master,Weapons Master
4558,Sif,Longevity,Longevity
4559,Sif,Super Strength,Super Strength
4560,Sif,Stamina,S t a m i n a
4561,Sif,Super Speed,Super Speed
4562,Sif,Teleportation,Teleportation
4563,Sif,Enhanced Senses,Enhanced Senses
4564,Sif,Dimensional Travel,Dimensional Travel
4565,Sif,Reflexes,Reflexes
4566,Silk,Agility,A g i l i t y
4567,Silk,Accelerated Healing,Accelerated Healing
4568,Silk,Durability,Durability
4569,Silk,Stealth,S t e a l t h
4570,Silk,Danger Sense,Danger Sense
4571,Silk,Marksmanship,Marksmanship
4572,Silk,Animal Attributes,Animal Attributes
4573,Silk,Super Strength,Super Strength
4574,Silk,Stamina,S t a m i n a
4575,Silk,Super Speed,Super Speed
4576,Silk,Animal Oriented Powers,Animal Oriented Powers
4577,Silk,Jump,J u m p
4578,Silk,Reflexes,Reflexes
4579,Silk,Substance Secretion,Substance Secretion
4580,Silk,Natural Weapons,Natural Weapons
4581,Silk,Wallcrawling,Wallcrawling
4582,Silk,Web Creation,Web Creation
4583,Silk Spectre,Peak Human Condition,Peak Human Condition
4584,Silk Spectre II,Peak Human Condition,Peak Human Condition
4585,Silver Surfer,Agility,A g i l i t y
4586,Silver Surfer,Dimensional Awareness,Dimensional Awareness
4587,Silver Surfer,Durability,Durability
4588,Silver Surfer,Energy Absorption,Energy Absorption
4589,Silver Surfer,Flight,F l i g h t
4590,Silver Surfer,Marksmanship,Marksmanship
4591,Silver Surfer,Super Strength,Super Strength
4592,Silver Surfer,Energy Blasts,Energy Blasts
4593,Silver Surfer,Stamina,S t a m i n a
4594,Silver Surfer,Super Speed,Super Speed
4595,Silver Surfer,Teleportation,Teleportation
4596,Silver Surfer,Immortality,Immortality
4597,Silver Surfer,Phasing,P h a s i n g
4598,Silver Surfer,Invulnerability,Invulnerability
4599,Silver Surfer,Intangibility,Intangibility
4600,Silver Surfer,Molecular Manipulation,Molecular Manipulation
4601,Silver Surfer,Gravity Control,Gravity Control
4602,Silver Surfer,Energy Manipulation,Energy Manipulation
4603,Silver Surfer,Time Travel,Time Travel
4604,Silver Surfer,Power Cosmic,Power Cosmic
4605,Silver Surfer,Portal Creation,Portal Creation
4606,Silverclaw,Agility,A g i l i t y
4607,Silverclaw,Flight,F l i g h t
4608,Silverclaw,Super Strength,Super Strength
4609,Silverclaw,Super Speed,Super Speed
4610,Silverclaw,Animal Oriented Powers,Animal Oriented Powers
4611,Silverclaw,Enhanced Senses,Enhanced Senses
4612,Silverclaw,Shapeshifting,Shapeshifting
4613,Simon Baz,Agility,A g i l i t y
4614,Simon Baz,Accelerated Healing,Accelerated Healing
4615,Simon Baz,Lantern Power Ring,Lantern Power Ring
4616,Simon Baz,Flight,F l i g h t
4617,Simon Baz,Marksmanship,Marksmanship
4618,Simon Baz,Super Strength,Super Strength
4619,Simon Baz,Energy Armor,Energy Armor
4620,Simon Baz,Energy Blasts,Energy Blasts
4621,Simon Baz,Stamina,S t a m i n a
4622,Simon Baz,Super Speed,Super Speed
4623,Simon Baz,Energy Beams,Energy Beams
4624,Simon Baz,Reflexes,Reflexes
4625,Simon Baz,Energy Constructs,Energy Constructs
4626,Simon Baz,Force Fields,Force Fields
4627,Simon Baz,Precognition,Precognition
4628,Sinestro,Agility,A g i l i t y
4629,Sinestro,Durability,Durability
4630,Sinestro,Flight,F l i g h t
4631,Sinestro,Marksmanship,Marksmanship
4632,Sinestro,Super Strength,Super Strength
4633,Sinestro,Energy Blasts,Energy Blasts
4634,Sinestro,Super Speed,Super Speed
4635,Sinestro,Energy Constructs,Energy Constructs
4636,Sinestro,Force Fields,Force Fields
4637,Sinestro,Qwardian Power Ring,Qwardian Power Ring
4638,Siren,Cold Resistance,Cold Resistance
4639,Siren,Durability,Durability
4640,Siren,Stealth,S t e a l t h
4641,Siren,Underwater breathing,Underwater breathing
4642,Siren,Super Strength,Super Strength
4643,Siren,Telepathy,Telepathy
4644,Siren,Super Speed,Super Speed
4645,Siren,Jump,J u m p
4646,Siren,Dimensional Travel,Dimensional Travel
4647,Siren,Reflexes,Reflexes
4648,Siren,Enhanced Hearing,Enhanced Hearing
4649,Siren,Water Control,Water Control
4650,Siren,Sub-Mariner,Sub-Mariner
4651,Siren,Vision - Night,Vision - Night
4652,Siren II,Underwater breathing,Underwater breathing
4653,Siren II,Super Strength,Super Strength
4654,Siren II,Stamina,S t a m i n a
4655,Siren II,Hypnokinesis,Hypnokinesis
4656,Siryn,Flight,F l i g h t
4657,Siryn,Enhanced Hearing,Enhanced Hearing
4658,Siryn,Sonar,S o n a r
4659,Siryn,Sonic Scream,Sonic Scream
4660,Skaar,Accelerated Healing,Accelerated Healing
4661,Skaar,Super Strength,Super Strength
4662,Skaar,Stamina,S t a m i n a
4663,Skaar,Jump,J u m p
4664,Skaar,Elemental Transmogrification,Elem Transmogrification
4665,Snowbird,Accelerated Healing,Accelerated Healing
4666,Snowbird,Flight,F l i g h t
4667,Snowbird,Animal Attributes,Animal Attributes
4668,Snowbird,Super Strength,Super Strength
4669,Snowbird,Stamina,S t a m i n a
4670,Snowbird,Animal Oriented Powers,Animal Oriented Powers
4671,Snowbird,Enhanced Senses,Enhanced Senses
4672,Snowbird,Shapeshifting,Shapeshifting
4673,Snowbird,Precognition,Precognition
4674,Sobek,Durability,Durability
4675,Sobek,Super Strength,Super Strength
4676,Solomon Grundy,Cold Resistance,Cold Resistance
4677,Solomon Grundy,Durability,Durability
4678,Solomon Grundy,Energy Absorption,Energy Absorption
4679,Solomon Grundy,Super Strength,Super Strength
4680,Solomon Grundy,Stamina,S t a m i n a
4681,Solomon Grundy,Invulnerability,Invulnerability
4682,Solomon Grundy,Self-Sustenance,Self-Sustenance
4683,Solomon Grundy,Fire Resistance,Fire Resistance
4684,Solomon Grundy,Toxin and Disease Resistance,"Toxin,Disease Resis"
4685,Solomon Grundy,Resurrection,Resurrection
4686,Songbird,Agility,A g i l i t y
4687,Songbird,Durability,Durability
4688,Songbird,Flight,F l i g h t
4689,Songbird,Super Strength,Super Strength
4690,Songbird,Stamina,S t a m i n a
4691,Songbird,Audio Control,Audio Control
4692,Songbird,Super Speed,Super Speed
4693,Songbird,Reflexes,Reflexes
4694,Space Ghost,Agility,A g i l i t y
4695,Space Ghost,Flight,F l i g h t
4696,Space Ghost,Weapons Master,Weapons Master
4697,Space Ghost,Intelligence,Intelligence
4698,Space Ghost,Super Strength,Super Strength
4699,Space Ghost,Energy Blasts,Energy Blasts
4700,Space Ghost,Stamina,S t a m i n a
4701,Space Ghost,Phasing,P h a s i n g
4702,Space Ghost,Invulnerability,Invulnerability
4703,Space Ghost,Force Fields,Force Fields
4704,Space Ghost,Heat Generation,Heat Generation
4705,Space Ghost,Magnetism,Magnetism
4706,Space Ghost,Invisibility,Invisibility
4707,Spawn,Agility,A g i l i t y
4708,Spawn,Durability,Durability
4709,Spawn,Stealth,S t e a l t h
4710,Spawn,Flight,F l i g h t
4711,Spawn,Weapons Master,Weapons Master
4712,Spawn,Super Strength,Super Strength
4713,Spawn,Telepathy,Telepathy
4714,Spawn,Stamina,S t a m i n a
4715,Spawn,Super Speed,Super Speed
4716,Spawn,Teleportation,Teleportation
4717,Spawn,Magic,M a g i c
4718,Spawn,Shapeshifting,Shapeshifting
4719,Spawn,Immortality,Immortality
4720,Spawn,Invulnerability,Invulnerability
4721,Spawn,Empathy,E m p a t h y
4722,Spawn,Power Suit,Power Suit
4723,Spawn,Resurrection,Resurrection
4724,Spawn,Symbiote Costume,Symbiote Costume
4725,Spectre,Agility,A g i l i t y
4726,Spectre,Accelerated Healing,Accelerated Healing
4727,Spectre,Dimensional Awareness,Dimensional Awareness
4728,Spectre,Stealth,S t e a l t h
4729,Spectre,Energy Absorption,Energy Absorption
4730,Spectre,Flight,F l i g h t
4731,Spectre,Marksmanship,Marksmanship
4732,Spectre,Longevity,Longevity
4733,Spectre,Intelligence,Intelligence
4734,Spectre,Super Strength,Super Strength
4735,Spectre,Telepathy,Telepathy
4736,Spectre,Energy Blasts,Energy Blasts
4737,Spectre,Duplication,Duplication
4738,Spectre,Size Changing,Size Changing
4739,Spectre,Density Control,Density Control
4740,Spectre,Stamina,S t a m i n a
4741,Spectre,Super Speed,Super Speed
4742,Spectre,Possession,Possession
4743,Spectre,Electrokinesis,Electrokinesis
4744,Spectre,Darkforce Manipulation,Darkforce Manipulation
4745,Spectre,Death Touch,Death Touch
4746,Spectre,Teleportation,Teleportation
4747,Spectre,Magic,M a g i c
4748,Spectre,Immortality,Immortality
4749,Spectre,Phasing,P h a s i n g
4750,Spectre,Astral Projection,Astral Projection
4751,Spectre,Fire Control,Fire Control
4752,Spectre,Invulnerability,Invulnerability
4753,Spectre,Energy Constructs,Energy Constructs
4754,Spectre,Force Fields,Force Fields
4755,Spectre,Psionic Powers,Psionic Powers
4756,Spectre,Elasticity,Elasticity
4757,Spectre,Animation,Animation
4758,Spectre,Precognition,Precognition
4759,Spectre,Hypnokinesis,Hypnokinesis
4760,Spectre,Animal Control,Animal Control
4761,Spectre,Heat Generation,Heat Generation
4762,Spectre,Gravity Control,Gravity Control
4763,Spectre,Light Control,Light Control
4764,Spectre,Levitation,Levitation
4765,Spectre,Time Travel,Time Travel
4766,Spectre,Illusions,Illusions
4767,Spectre,Water Control,Water Control
4768,Spectre,Omnilingualism,Omnilingualism
4769,Spectre,Time Manipulation,Time Manipulation
4770,Spectre,Invisibility,Invisibility
4771,Spectre,Sub-Mariner,Sub-Mariner
4772,Spectre,Vision - Heat,Vision - Heat
4773,Spectre,Reality Warping,Reality Warping
4774,Speedball,Energy Absorption,Energy Absorption
4775,Speedball,Energy Armor,Energy Armor
4776,Speedball,Telekinesis,Telekinesis
4777,Speedball,Force Fields,Force Fields
4778,Speedy,Stealth,S t e a l t h
4779,Speedy,Marksmanship,Marksmanship
4780,Speedy,Weapons Master,Weapons Master
4781,Speedy,Stamina,S t a m i n a
4782,Speedy,Reflexes,Reflexes
4783,Spider-Girl,Agility,A g i l i t y
4784,Spider-Girl,Accelerated Healing,Accelerated Healing
4785,Spider-Girl,Stealth,S t e a l t h
4786,Spider-Girl,Danger Sense,Danger Sense
4787,Spider-Girl,Intelligence,Intelligence
4788,Spider-Girl,Super Strength,Super Strength
4789,Spider-Girl,Stamina,S t a m i n a
4790,Spider-Girl,Dexterity,Dexterity
4791,Spider-Girl,Super Speed,Super Speed
4792,Spider-Girl,Jump,J u m p
4793,Spider-Girl,Reflexes,Reflexes
4794,Spider-Girl,Enhanced Hearing,Enhanced Hearing
4795,Spider-Girl,Natural Weapons,Natural Weapons
4796,Spider-Girl,Wallcrawling,Wallcrawling
4797,Spider-Girl,Web Creation,Web Creation
4798,Spider-Gwen,Agility,A g i l i t y
4799,Spider-Gwen,Accelerated Healing,Accelerated Healing
4800,Spider-Gwen,Durability,Durability
4801,Spider-Gwen,Stealth,S t e a l t h
4802,Spider-Gwen,Danger Sense,Danger Sense
4803,Spider-Gwen,Marksmanship,Marksmanship
4804,Spider-Gwen,Animal Attributes,Animal Attributes
4805,Spider-Gwen,Super Strength,Super Strength
4806,Spider-Gwen,Stamina,S t a m i n a
4807,Spider-Gwen,Super Speed,Super Speed
4808,Spider-Gwen,Animal Oriented Powers,Animal Oriented Powers
4809,Spider-Gwen,Jump,J u m p
4810,Spider-Gwen,Reflexes,Reflexes
4811,Spider-Gwen,Substance Secretion,Substance Secretion
4812,Spider-Gwen,Wallcrawling,Wallcrawling
4813,Spider-Gwen,Web Creation,Web Creation
4814,Spider-Man,Agility,A g i l i t y
4815,Spider-Man,Accelerated Healing,Accelerated Healing
4816,Spider-Man,Durability,Durability
4817,Spider-Man,Stealth,S t e a l t h
4818,Spider-Man,Danger Sense,Danger Sense
4819,Spider-Man,Marksmanship,Marksmanship
4820,Spider-Man,Animal Attributes,Animal Attributes
4821,Spider-Man,Super Strength,Super Strength
4822,Spider-Man,Stamina,S t a m i n a
4823,Spider-Man,Super Speed,Super Speed
4824,Spider-Man,Animal Oriented Powers,Animal Oriented Powers
4825,Spider-Man,Enhanced Senses,Enhanced Senses
4826,Spider-Man,Jump,J u m p
4827,Spider-Man,Reflexes,Reflexes
4828,Spider-Man,Substance Secretion,Substance Secretion
4829,Spider-Man,Natural Weapons,Natural Weapons
4830,Spider-Man,Toxin and Disease Resistance,"Toxin,Disease Resis"
4831,Spider-Man,Wallcrawling,Wallcrawling
4832,Spider-Man,Vision - Night,Vision - Night
4833,Spider-Man,Web Creation,Web Creation
4834,Spider-Woman,Agility,A g i l i t y
4835,Spider-Woman,Durability,Durability
4836,Spider-Woman,Flight,F l i g h t
4837,Spider-Woman,Super Strength,Super Strength
4838,Spider-Woman,Energy Blasts,Energy Blasts
4839,Spider-Woman,Stamina,S t a m i n a
4840,Spider-Woman,Super Speed,Super Speed
4841,Spider-Woman,Reflexes,Reflexes
4842,Spider-Woman,Enhanced Hearing,Enhanced Hearing
4843,Spider-Woman,Toxin and Disease Control,"Toxin,Disease Control"
4844,Spider-Woman,Toxin and Disease Resistance,"Toxin,Disease Resis"
4845,Spider-Woman,Wallcrawling,Wallcrawling
4846,Spider-Woman III,Agility,A g i l i t y
4847,Spider-Woman III,Flight,F l i g h t
4848,Spider-Woman III,Super Strength,Super Strength
4849,Spider-Woman III,Telepathy,Telepathy
4850,Spider-Woman III,Energy Blasts,Energy Blasts
4851,Spider-Woman III,Stamina,S t a m i n a
4852,Spider-Woman III,Super Speed,Super Speed
4853,Spider-Woman III,Reflexes,Reflexes
4854,Spider-Woman III,Wallcrawling,Wallcrawling
4855,Spider-Woman IV,Agility,A g i l i t y
4856,Spider-Woman IV,Flight,F l i g h t
4857,Spider-Woman IV,Super Strength,Super Strength
4858,Spider-Woman IV,Telepathy,Telepathy
4859,Spider-Woman IV,Energy Blasts,Energy Blasts
4860,Spider-Woman IV,Super Speed,Super Speed
4861,Spider-Woman IV,Psionic Powers,Psionic Powers
4862,Spider-Woman IV,Precognition,Precognition
4863,Spider-Woman IV,Power Absorption,Power Absorption
4864,Spider-Woman IV,Hypnokinesis,Hypnokinesis
4865,Spider-Woman IV,Wallcrawling,Wallcrawling
4866,Spock,Stealth,S t e a l t h
4867,Spock,Longevity,Longevity
4868,Spock,Intelligence,Intelligence
4869,Spock,Super Strength,Super Strength
4870,Spock,Telepathy,Telepathy
4871,Spock,Stamina,S t a m i n a
4872,Spock,Psionic Powers,Psionic Powers
4873,Spock,Enhanced Hearing,Enhanced Hearing
4874,Spock,Omnilingualism,Omnilingualism
4875,Spyke,Accelerated Healing,Accelerated Healing
4876,Spyke,Stamina,S t a m i n a
4877,Spyke,Natural Armor,Natural Armor
4878,Spyke,Heat Generation,Heat Generation
4879,Spyke,Natural Weapons,Natural Weapons
4880,Spyke,Wallcrawling,Wallcrawling
4881,Star-Lord,Agility,A g i l i t y
4882,Star-Lord,Durability,Durability
4883,Star-Lord,Marksmanship,Marksmanship
4884,Star-Lord,Weapons Master,Weapons Master
4885,Star-Lord,Longevity,Longevity
4886,Star-Lord,Intelligence,Intelligence
4887,Star-Lord,Stamina,S t a m i n a
4888,Star-Lord,Peak Human Condition,Peak Human Condition
4889,Stardust,Durability,Durability
4890,Stardust,Energy Absorption,Energy Absorption
4891,Stardust,Flight,F l i g h t
4892,Stardust,Longevity,Longevity
4893,Stardust,Super Strength,Super Strength
4894,Stardust,Energy Blasts,Energy Blasts
4895,Stardust,Stamina,S t a m i n a
4896,Stardust,Super Speed,Super Speed
4897,Stardust,Energy Beams,Energy Beams
4898,Stardust,Invulnerability,Invulnerability
4899,Stardust,Force Fields,Force Fields
4900,Stardust,Self-Sustenance,Self-Sustenance
4901,Stardust,Power Cosmic,Power Cosmic
4902,Stardust,Toxin and Disease Resistance,"Toxin,Disease Resis"
4903,Starfire,Durability,Durability
4904,Starfire,Energy Absorption,Energy Absorption
4905,Starfire,Flight,F l i g h t
4906,Starfire,Super Strength,Super Strength
4907,Starfire,Energy Blasts,Energy Blasts
4908,Starfire,Invulnerability,Invulnerability
4909,Starfire,Omnilingualism,Omnilingualism
4910,Stargirl,Agility,A g i l i t y
4911,Stargirl,Durability,Durability
4912,Stargirl,Energy Absorption,Energy Absorption
4913,Stargirl,Super Strength,Super Strength
4914,Stargirl,Energy Blasts,Energy Blasts
4915,Stargirl,Stamina,S t a m i n a
4916,Stargirl,Super Speed,Super Speed
4917,Stargirl,Invulnerability,Invulnerability
4918,Stargirl,Energy Constructs,Energy Constructs
4919,Stargirl,Force Fields,Force Fields
4920,Stargirl,Heat Generation,Heat Generation
4921,Stargirl,Gravity Control,Gravity Control
4922,Stargirl,Light Control,Light Control
4923,Stargirl,Energy Manipulation,Energy Manipulation
4924,Static,Agility,A g i l i t y
4925,Static,Accelerated Healing,Accelerated Healing
4926,Static,Durability,Durability
4927,Static,Energy Absorption,Energy Absorption
4928,Static,Flight,F l i g h t
4929,Static,Marksmanship,Marksmanship
4930,Static,Intelligence,Intelligence
4931,Static,Energy Blasts,Energy Blasts
4932,Static,Electrokinesis,Electrokinesis
4933,Static,Enhanced Senses,Enhanced Senses
4934,Static,Force Fields,Force Fields
4935,Static,Levitation,Levitation
4936,Static,Energy Manipulation,Energy Manipulation
4937,Static,Mind Control Resistance,Mind Control Resis
4938,Steel,Durability,Durability
4939,Steel,Flight,F l i g h t
4940,Steel,Super Strength,Super Strength
4941,Steel,Weapon-based Powers,Weapon-based Powers
4942,Steel,Power Suit,Power Suit
4943,Steel,Heat Resistance,Heat Resistance
4944,Steel,Radiation Immunity,Radiation Immunity
4945,Stephanie Powell,Accelerated Healing,Accelerated Healing
4946,Stephanie Powell,Super Speed,Super Speed
4947,Steppenwolf,Agility,A g i l i t y
4948,Steppenwolf,Accelerated Healing,Accelerated Healing
4949,Steppenwolf,Stealth,S t e a l t h
4950,Steppenwolf,Weapons Master,Weapons Master
4951,Steppenwolf,Longevity,Longevity
4952,Steppenwolf,Intelligence,Intelligence
4953,Steppenwolf,Super Strength,Super Strength
4954,Steppenwolf,Stamina,S t a m i n a
4955,Steppenwolf,Super Speed,Super Speed
4956,Steppenwolf,Enhanced Senses,Enhanced Senses
4957,Steppenwolf,Immortality,Immortality
4958,Steppenwolf,Reflexes,Reflexes
4959,Steppenwolf,Invulnerability,Invulnerability
4960,Steppenwolf,Toxin and Disease Resistance,"Toxin,Disease Resis"
4961,Storm,Cold Resistance,Cold Resistance
4962,Storm,Flight,F l i g h t
4963,Storm,Intelligence,Intelligence
4964,Storm,Enhanced Senses,Enhanced Senses
4965,Storm,Empathy,E m p a t h y
4966,Storm,Heat Resistance,Heat Resistance
4967,Storm,Telepathy Resistance,Telepathy Resistance
4968,Storm,Weather Control,Weather Control
4969,Stormtrooper,Durability,Durability
4970,Stormtrooper,Weapon-based Powers,Weapon-based Powers
4971,Stretch Armstrong,Durability,Durability
4972,Stretch Armstrong,Size Changing,Size Changing
4973,Stretch Armstrong,Shapeshifting,Shapeshifting
4974,Stretch Armstrong,Elasticity,Elasticity
4975,Sunspot,Accelerated Healing,Accelerated Healing
4976,Sunspot,Flight,F l i g h t
4977,Sunspot,Super Strength,Super Strength
4978,Sunspot,Energy Blasts,Energy Blasts
4979,Sunspot,Stamina,S t a m i n a
4980,Sunspot,Fire Control,Fire Control
